N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
2.154000E+12 1.400E+15 315 1.500E-4 1.145634551E+00 1.145634045E+00 1.201258780E+00 1.201281129E+00
3.162000E+12 1.400E+15 315 1.500E-4 1.162672378E+00 1.162674570E+00 1.203603785E+00 1.203620523E+00
4.642000E+12 1.400E+15 315 1.500E-4 1.175990121E+00 1.175993522E+00 1.206130659E+00 1.206143541E+00
6.813000E+12 1.400E+15 315 1.500E-4 1.186149366E+00 1.186153079E+00 1.208798495E+00 1.208808702E+00
1.000000E+13 1.400E+15 315 1.500E-4 1.194093144E+00 1.194096718E+00 1.211602043E+00 1.211610358E+00
1.000000E+10 1.400E+15 320 1.500E-4 1.013823660E+00 1.015480620E+00 1.168153179E+00 1.171219210E+00
1.468000E+10 1.400E+15 320 1.500E-4 1.014304820E+00 1.015477103E+00 1.169171390E+00 1.171289803E+00
2.154000E+10 1.400E+15 320 1.500E-4 1.014651581E+00 1.015472093E+00 1.169934278E+00 1.171393012E+00
3.162000E+10 1.400E+15 320 1.500E-4 1.014895074E+00 1.015465069E+00 1.170541533E+00 1.171543678E+00
4.642000E+10 1.400E+15 320 1.500E-4 1.015061461E+00 1.015455452E+00 1.171075513E+00 1.171763033E+00
6.813000E+10 1.400E+15 320 1.500E-4 1.015171275E+00 1.015442795E+00 1.171609783E+00 1.172081216E+00
1.000000E+11 1.400E+15 320 1.500E-4 1.015240366E+00 1.015427245E+00 1.172216855E+00 1.172540259E+00
1.468000E+11 1.400E+15 320 1.500E-4 1.015281930E+00 1.015410600E+00 1.172975116E+00 1.173197307E+00
2.154000E+11 1.400E+15 320 1.500E-4 1.015309689E+00 1.015398484E+00 1.173974033E+00 1.174127117E+00
3.162000E+11 1.400E+15 320 1.500E-4 1.015342801E+00 1.015404376E+00 1.175315790E+00 1.175421745E+00
4.642000E+11 1.400E+15 320 1.500E-4 1.015413236E+00 1.015456304E+00 1.177109640E+00 1.177183517E+00
6.813000E+11 1.400E+15 320 1.500E-4 1.015575566E+00 1.015606121E+00 1.179454130E+00 1.179506189E+00
1.000000E+12 1.400E+15 320 1.500E-4 1.015916702E+00 1.015938863E+00 1.182403250E+00 1.182440513E+00
1.468000E+12 1.400E+15 320 1.500E-4 1.043004170E+00 1.042979348E+00 1.185921854E+00 1.185949087E+00
2.154000E+12 1.400E+15 320 1.500E-4 1.076809462E+00 1.076797085E+00 1.189853484E+00 1.189873905E+00
3.162000E+12 1.400E+15 320 1.500E-4 1.105880146E+00 1.105875671E+00 1.193939496E+00 1.193955232E+00
4.642000E+12 1.400E+15 320 1.500E-4 1.128589137E+00 1.128589055E+00 1.197909736E+00 1.197922195E+00
6.813000E+12 1.400E+15 320 1.500E-4 1.145518568E+00 1.145520558E+00 1.201593389E+00 1.201603475E+00
1.000000E+13 1.400E+15 320 1.500E-4 1.158254843E+00 1.158257593E+00 1.204973100E+00 1.204981441E+00
1.000000E+10 1.400E+15 325 1.500E-4 1.015528070E+00 1.017495449E+00 1.120707427E+00 1.122319049E+00
1.468000E+10 1.400E+15 325 1.500E-4 1.016086573E+00 1.017479969E+00 1.121385940E+00 1.122468713E+00
2.154000E+10 1.400E+15 325 1.500E-4 1.016481982E+00 1.017457490E+00 1.121957426E+00 1.122687585E+00
3.162000E+10 1.400E+15 325 1.500E-4 1.016747783E+00 1.017425011E+00 1.122512684E+00 1.123007141E+00
4.642000E+10 1.400E+15 325 1.500E-4 1.016911105E+00 1.017378436E+00 1.123136206E+00 1.123472543E+00
6.813000E+10 1.400E+15 325 1.500E-4 1.016991268E+00 1.017312383E+00 1.123917996E+00 1.124147891E+00
1.000000E+11 1.400E+15 325 1.500E-4 1.017000254E+00 1.017220245E+00 1.124964690E+00 1.125122748E+00
1.468000E+11 1.400E+15 325 1.500E-4 1.016944467E+00 1.017094890E+00 1.126409682E+00 1.126519163E+00
2.154000E+11 1.400E+15 325 1.500E-4 1.016827986E+00 1.016930752E+00 1.128420641E+00 1.128497260E+00
3.162000E+11 1.400E+15 325 1.500E-4 1.016658236E+00 1.016728487E+00 1.131200305E+00 1.131254710E+00
4.642000E+11 1.400E+15 325 1.500E-4 1.016455402E+00 1.016503576E+00 1.134972128E+00 1.135011561E+00
6.813000E+11 1.400E+15 325 1.500E-4 1.016266011E+00 1.016299302E+00 1.139938340E+00 1.139967759E+00
1.000000E+12 1.400E+15 325 1.500E-4 1.016177751E+00 1.016201112E+00 1.146199453E+00 1.146222217E+00
1.468000E+12 1.400E+15 325 1.500E-4 1.016326476E+00 1.016343310E+00 1.153642543E+00 1.153660917E+00
2.154000E+12 1.400E+15 325 1.500E-4 1.016882782E+00 1.016895406E+00 1.161850002E+00 1.161865430E+00
3.162000E+12 1.400E+15 325 1.500E-4 1.018013811E+00 1.018023769E+00 1.170130522E+00 1.170143857E+00
4.642000E+12 1.400E+15 325 1.500E-4 1.050530861E+00 1.050525105E+00 1.177732989E+00 1.177744672E+00
6.813000E+12 1.400E+15 325 1.500E-4 1.077366354E+00 1.077365562E+00 1.184163445E+00 1.184173685E+00
1.000000E+13 1.400E+15 325 1.500E-4 1.097418033E+00 1.097419590E+00 1.189349222E+00 1.189358155E+00
1.000000E+10 1.400E+15 330 1.500E-4 1.019198065E+00 1.021852763E+00 1.029314667E+00 1.027830975E+00
1.468000E+10 1.400E+15 330 1.500E-4 1.019937065E+00 1.021821786E+00 1.029194829E+00 1.028099909E+00
2.154000E+10 1.400E+15 330 1.500E-4 1.020455434E+00 1.021776667E+00 1.029282339E+00 1.028493469E+00
3.162000E+10 1.400E+15 330 1.500E-4 1.020793685E+00 1.021711189E+00 1.029626700E+00 1.029068545E+00
4.642000E+10 1.400E+15 330 1.500E-4 1.020984033E+00 1.021616667E+00 1.030296596E+00 1.029907126E+00
6.813000E+10 1.400E+15 330 1.500E-4 1.021047466E+00 1.021481281E+00 1.031394953E+00 1.031126206E+00
1.000000E+11 1.400E+15 330 1.500E-4 1.020993439E+00 1.021289570E+00 1.033074079E+00 1.032890479E+00
1.468000E+11 1.400E+15 330 1.500E-4 1.020821310E+00 1.021022641E+00 1.035551155E+00 1.035427060E+00
2.154000E+11 1.400E+15 330 1.500E-4 1.020523745E+00 1.020660104E+00 1.039121797E+00 1.039039081E+00
3.162000E+11 1.400E+15 330 1.500E-4 1.020093504E+00 1.020185531E+00 1.044164802E+00 1.044110845E+00
4.642000E+11 1.400E+15 330 1.500E-4 1.019535778E+00 1.019597721E+00 1.051122516E+00 1.051088659E+00
6.813000E+11 1.400E+15 330 1.500E-4 1.018887538E+00 1.018929228E+00 1.060430842E+00 1.060411195E+00
1.000000E+12 1.400E+15 330 1.500E-4 1.018240839E+00 1.018269063E+00 1.072367461E+00 1.072358014E+00
1.468000E+12 1.400E+15 330 1.500E-4 1.017757633E+00 1.017777068E+00 1.086810955E+00 1.086808965E+00
2.154000E+12 1.400E+15 330 1.500E-4 1.017655819E+00 1.017669655E+00 1.102994867E+00 1.102998267E+00
3.162000E+12 1.400E+15 330 1.500E-4 1.018154358E+00 1.018164721E+00 1.119463580E+00 1.119470705E+00
4.642000E+12 1.400E+15 330 1.500E-4 1.019402902E+00 1.019411148E+00 1.134484594E+00 1.134493894E+00
6.813000E+12 1.400E+15 330 1.500E-4 1.021448548E+00 1.021455497E+00 1.146787349E+00 1.146797511E+00
1.000000E+13 1.400E+15 330 1.500E-4 1.024265868E+00 1.024271982E+00 1.156067976E+00 1.156078021E+00
1.000000E+10 1.400E+15 335 1.500E-4 1.025375856E+00 1.029298146E+00 1.011381423E+00 1.013890501E+00
1.468000E+10 1.400E+15 335 1.500E-4 1.026452076E+00 1.029247692E+00 1.012068052E+00 1.013890602E+00
2.154000E+10 1.400E+15 335 1.500E-4 1.027209095E+00 1.029174103E+00 1.012590058E+00 1.013890776E+00
