N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+14 1.000E+15 300 1.800E-4 1.741024E-1 4.157500E+0 3.320030E-1 7.192640E+1 2.309339E-1 5.963200E+0 3.526100E-1 7.323140E+1 2.4609423E+01 3.0280722E+01 5.8441337E+00 1.7820225E+00
1.000000E+10 1.000E+15 305 1.800E-4 7.303708E-1 2.851050E+1 4.918770E-1 7.936050E+1 7.313764E-1 2.864200E+1 4.909340E-1 7.976990E+1 1.3749418E-01 4.5911598E-01 -1.9208285E-01 5.1322617E-01
1.468000E+10 1.000E+15 305 1.800E-4 7.294854E-1 2.837370E+1 4.914140E-1 7.915030E+1 7.309516E-1 2.856230E+1 4.900840E-1 7.973240E+1 2.0058784E-01 6.6031097E-01 -2.7138205E-01 7.3006707E-01
2.154000E+10 1.000E+15 305 1.800E-4 7.281927E-1 2.818090E+1 4.907280E-1 7.886200E+1 7.303299E-1 2.844940E+1 4.888210E-1 7.969020E+1 2.9263488E-01 9.4378089E-01 -3.9012236E-01 1.0392746E+00
3.162000E+10 1.000E+15 305 1.800E-4 7.263102E-1 2.791400E+1 4.896880E-1 7.848380E+1 7.294210E-1 2.829150E+1 4.870820E-1 7.963000E+1 4.2647525E-01 1.3343230E+00 -5.3502285E-01 1.4394073E+00
4.642000E+10 1.000E+15 305 1.800E-4 7.235786E-1 2.755280E+1 4.880780E-1 7.801740E+1 7.280949E-1 2.807450E+1 4.847480E-1 7.954420E+1 6.2029002E-01 1.8582700E+00 -6.8695487E-01 1.9194360E+00
6.813000E+10 1.000E+15 305 1.800E-4 7.196356E-1 2.707880E+1 4.856800E-1 7.747590E+1 7.261653E-1 2.778240E+1 4.816990E-1 7.942540E+1 8.9920298E-01 2.5325386E+00 -8.2644971E-01 2.4545045E+00
1.000000E+11 1.000E+15 305 1.800E-4 7.139871E-1 2.647250E+1 4.820850E-1 7.690980E+1 7.233689E-1 2.739900E+1 4.777080E-1 7.928890E+1 1.2969593E+00 3.3815103E+00 -9.1625009E-01 3.0005461E+00
1.468000E+11 1.000E+15 305 1.800E-4 7.059826E-1 2.572280E+1 4.765440E-1 7.645780E+1 7.193395E-1 2.690810E+1 4.727900E-1 7.911910E+1 1.8568284E+00 4.4049933E+00 -7.9401003E-01 3.3636631E+00
2.154000E+11 1.000E+15 305 1.800E-4 6.948124E-1 2.481720E+1 4.684510E-1 7.624670E+1 7.135817E-1 2.629550E+1 4.669020E-1 7.892450E+1 2.6302945E+00 5.6218745E+00 -3.3176127E-01 3.3928628E+00
