N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
1.468000E+10 1.000E+15 330 1.500E-4 1.032090773E+00 1.034761568E+00 1.014808851E+00 1.016602759E+00
2.154000E+10 1.000E+15 330 1.500E-4 1.032811304E+00 1.034676667E+00 1.015332701E+00 1.016601897E+00
3.162000E+10 1.000E+15 330 1.500E-4 1.033261652E+00 1.034553101E+00 1.015712401E+00 1.016600691E+00
4.642000E+10 1.000E+15 330 1.500E-4 1.033485911E+00 1.034373973E+00 1.015982069E+00 1.016599048E+00
6.813000E+10 1.000E+15 330 1.500E-4 1.033508521E+00 1.034115797E+00 1.016170570E+00 1.016596909E+00
1.000000E+11 1.000E+15 330 1.500E-4 1.033333650E+00 1.033746829E+00 1.016300683E+00 1.016594344E+00
1.468000E+11 1.000E+15 330 1.500E-4 1.032946325E+00 1.033226009E+00 1.016389851E+00 1.016591791E+00
2.154000E+11 1.000E+15 330 1.500E-4 1.032315753E+00 1.032503990E+00 1.016451732E+00 1.016590564E+00
3.162000E+11 1.000E+15 330 1.500E-4 1.031403175E+00 1.031529012E+00 1.016498367E+00 1.016593927E+00
4.642000E+11 1.000E+15 330 1.500E-4 1.030178393E+00 1.030261850E+00 1.016543230E+00 1.016609197E+00
6.813000E+11 1.000E+15 330 1.500E-4 1.028649401E+00 1.028704284E+00 1.016605837E+00 1.016651615E+00
1.000000E+12 1.000E+15 330 1.500E-4 1.026904984E+00 1.026940830E+00 1.016718724E+00 1.016750769E+00
1.468000E+12 1.000E+15 330 1.500E-4 1.025156182E+00 1.025179590E+00 1.016937178E+00 1.016959918E+00
2.154000E+12 1.000E+15 330 1.500E-4 1.023740714E+00 1.023756227E+00 1.017349757E+00 1.017366230E+00
3.162000E+12 1.000E+15 330 1.500E-4 1.023049090E+00 1.023059775E+00 1.018084227E+00 1.018096519E+00
4.642000E+12 1.000E+15 330 1.500E-4 1.023381619E+00 1.023389455E+00 1.031720276E+00 1.031718642E+00
6.813000E+12 1.000E+15 330 1.500E-4 1.024836030E+00 1.024842205E+00 1.056616888E+00 1.056620420E+00
1.000000E+13 1.000E+15 330 1.500E-4 1.027331754E+00 1.027336932E+00 1.075901447E+00 1.075907792E+00
1.000000E+10 1.000E+15 335 1.500E-4 1.042824772E+00 1.048859305E+00 1.016724184E+00 1.019733340E+00
1.468000E+10 1.000E+15 335 1.500E-4 1.044488635E+00 1.048776675E+00 1.017565693E+00 1.019726711E+00
2.154000E+10 1.000E+15 335 1.500E-4 1.045648641E+00 1.048655981E+00 1.018188335E+00 1.019717029E+00
3.162000E+10 1.000E+15 335 1.500E-4 1.046391836E+00 1.048480084E+00 1.018633477E+00 1.019702926E+00
4.642000E+10 1.000E+15 335 1.500E-4 1.046785670E+00 1.048224588E+00 1.018940233E+00 1.019682454E+00
6.813000E+10 1.000E+15 335 1.500E-4 1.046869985E+00 1.047855268E+00 1.019140665E+00 1.019652893E+00
1.000000E+11 1.000E+15 335 1.500E-4 1.046654310E+00 1.047325187E+00 1.019258407E+00 1.019610540E+00
1.468000E+11 1.000E+15 335 1.500E-4 1.046117972E+00 1.046572186E+00 1.019309111E+00 1.019550558E+00
2.154000E+11 1.000E+15 335 1.500E-4 1.045212899E+00 1.045518459E+00 1.019301786E+00 1.019467073E+00
3.162000E+11 1.000E+15 335 1.500E-4 1.043871642E+00 1.044075599E+00 1.019240840E+00 1.019353907E+00
4.642000E+11 1.000E+15 335 1.500E-4 1.042026035E+00 1.042160843E+00 1.019129316E+00 1.019206676E+00
6.813000E+11 1.000E+15 335 1.500E-4 1.039643672E+00 1.039731711E+00 1.018974419E+00 1.019027430E+00
