N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+11 1.000E+16 336 1.800E-4 1.220828265E+00 1.221330877E+00 1.231232801E+00 1.231969848E+00
4.642000E+11 1.000E+16 336 1.800E-4 1.228663400E+00 1.229013272E+00 1.233386210E+00 1.233889858E+00
6.813000E+11 1.000E+16 336 1.800E-4 1.237226607E+00 1.237473355E+00 1.235952758E+00 1.236297560E+00
1.000000E+12 1.000E+16 336 1.800E-4 1.245918792E+00 1.246095473E+00 1.238943903E+00 1.239180951E+00
1.468000E+12 1.000E+16 336 1.800E-4 1.254127983E+00 1.254256388E+00 1.242298442E+00 1.242462687E+00
2.154000E+12 1.000E+16 336 1.800E-4 1.261466295E+00 1.261560807E+00 1.245893445E+00 1.246008725E+00
3.162000E+12 1.000E+16 336 1.800E-4 1.267857194E+00 1.267927632E+00 1.249579080E+00 1.249661575E+00
4.642000E+12 1.000E+16 336 1.800E-4 1.273436205E+00 1.273489512E+00 1.253224214E+00 1.253284763E+00
6.813000E+12 1.000E+16 336 1.800E-4 1.278398282E+00 1.278439418E+00 1.256750797E+00 1.256796535E+00
1.000000E+13 1.000E+16 336 1.800E-4 1.282911875E+00 1.282944370E+00 1.260142460E+00 1.260178069E+00
1.000000E+10 1.000E+17 293 1.800E-4 1.258781891E+00 1.313392625E+00 1.216282441E+00 1.232767853E+00
1.468000E+10 1.000E+17 293 1.800E-4 1.265794026E+00 1.313518730E+00 1.221533778E+00 1.233449676E+00
2.154000E+10 1.000E+17 293 1.800E-4 1.272134571E+00 1.313702498E+00 1.225817178E+00 1.234384065E+00
3.162000E+10 1.000E+17 293 1.800E-4 1.278172045E+00 1.313969706E+00 1.229489499E+00 1.235633791E+00
4.642000E+10 1.000E+17 293 1.800E-4 1.284086087E+00 1.314356774E+00 1.232838635E+00 1.237256402E+00
6.813000E+10 1.000E+17 293 1.800E-4 1.289898061E+00 1.314914284E+00 1.236086945E+00 1.239293085E+00
1.000000E+11 1.000E+17 293 1.800E-4 1.295540684E+00 1.315710719E+00 1.239393001E+00 1.241760067E+00
1.468000E+11 1.000E+17 293 1.800E-4 1.300946362E+00 1.316835374E+00 1.242857339E+00 1.244647520E+00
2.154000E+11 1.000E+17 293 1.800E-4 1.306118742E+00 1.318398348E+00 1.246535173E+00 1.247927394E+00
3.162000E+11 1.000E+17 293 1.800E-4 1.311159017E+00 1.320524387E+00 1.250453397E+00 1.251566303E+00
4.642000E+11 1.000E+17 293 1.800E-4 1.316242480E+00 1.323336980E+00 1.254627069E+00 1.255537798E+00
6.813000E+11 1.000E+17 293 1.800E-4 1.321562196E+00 1.326931522E+00 1.259073817E+00 1.259832552E+00
1.000000E+12 1.000E+17 293 1.800E-4 1.327265238E+00 1.331342925E+00 1.263802786E+00 1.264444057E+00
1.468000E+12 1.000E+17 293 1.800E-4 1.333406817E+00 1.336521812E+00 1.268833562E+00 1.269377440E+00
2.154000E+12 1.000E+17 293 1.800E-4 1.339941164E+00 1.342336161E+00 1.274176357E+00 1.274638723E+00
3.162000E+12 1.000E+17 293 1.800E-4 1.346751673E+00 1.348603638E+00 1.279815356E+00 1.280208040E+00
4.642000E+12 1.000E+17 293 1.800E-4 1.353700505E+00 1.355138676E+00 1.285778524E+00 1.286111812E+00
6.813000E+12 1.000E+17 293 1.800E-4 1.360667950E+00 1.361787655E+00 1.292024865E+00 1.292306732E+00
1.000000E+13 1.000E+17 293 1.800E-4 1.367565513E+00 1.368438040E+00 1.298504765E+00 1.298742264E+00
1.000000E+10 1.000E+17 336 1.800E-4 1.225792430E+00 1.338529854E+00 1.161229830E+00 1.225631606E+00
1.468000E+10 1.000E+17 336 1.800E-4 1.252157216E+00 1.338622488E+00 1.178774021E+00 1.226971280E+00
2.154000E+10 1.000E+17 336 1.800E-4 1.274004143E+00 1.338757225E+00 1.193738927E+00 1.228845139E+00
